City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Amapá,1.0,-52.0,72.36,92,32,1.79,BR,1603590850
Salinópolis,-0.61,-47.36,79.0,84,0,10.29,BR,1603590852
Gao,16.64,1.64,78.89,16,0,12.21,ML,1603590854
Němčice nad Hanou,49.34,17.21,51.01,92,0,0.96,CZ,1603590856
Dhidhdhoo,6.88,73.1,82.69,72,99,8.75,MV,1603590858
Port Blair,11.67,92.75,83.07,72,67,0.58,IN,1603590803
Ixtapa,20.7,-105.2,86.0,79,90,4.7,MX,1603590862
Karratha,-20.74,116.85,81.48,41,0,10.74,AU,1603590865
City of San Pedro,14.35,121.02,82.4,88,40,4.7,PH,1603590867
Saiha,22.48,92.97,76.19,72,52,1.48,IN,1603590869
Bouza,14.42,6.04,79.77,17,34,7.67,NE,1603590871
Pochutla,15.74,-96.47,81.0,86,62,2.89,MX,1603590873
Vilhena,-12.74,-60.15,69.87,97,100,9.08,BR,1603590875
Loreto,22.27,-101.97,64.4,50,26,14.32,MX,1603590877
Grand Gaube,-20.01,57.66,69.01,90,59,8.01,MU,1603590879
Daru,-9.08,143.21,84.38,70,81,8.72,PG,1603590764
Tavistock,50.55,-4.14,48.0,3,38,4.0,GB,1603590677
Banjar,-8.19,114.97,86.0,74,40,6.93,ID,1603590886
Kokkola,63.84,23.13,36.0,92,0,6.93,FI,1603590850
Fairbanks,64.84,-147.72,28.99,79,40,1.9,US,1603590890
Kang,-23.68,22.79,76.84,26,43,4.79,BW,1603590893
Aradeo,40.13,18.13,68.0,93,75,4.7,IT,1603590895
Sarangani,5.4,125.46,80.1,84,100,18.21,PH,1603590897
Kyshtovka,56.55,76.63,28.04,85,100,15.05,RU,1603590899
Lavrentiya,65.58,-171.0,34.32,87,0,8.77,RU,1603590901
Carutapera,-1.2,-46.02,76.84,86,0,5.84,BR,1603590903
Emerald,-23.53,148.17,78.8,69,75,6.93,AU,1603590708
Ostrovnoy,68.05,39.51,31.46,97,100,12.62,RU,1603590908
Meïganga,6.52,14.3,66.61,90,100,0.89,CM,1603590910
Nabire,-3.37,135.48,84.81,65,97,3.8,ID,1603590812
Kabompo,-13.59,24.2,65.43,31,100,5.93,ZM,1603590914
Nioro,13.35,-15.75,77.86,90,0,5.57,GM,1603590916
Saint-François,46.42,3.91,46.0,93,0,1.12,FR,1603590918
Dossor,47.53,52.98,55.2,92,100,10.38,KZ,1603590920
Leland,34.26,-78.04,69.8,88,1,3.69,US,1603590922
Makubetsu,45.37,141.82,48.2,76,75,18.34,JP,1603590925
Baykit,61.67,96.37,26.02,95,100,2.53,RU,1603590927
Hambantota,6.12,81.12,78.8,88,20,3.36,LK,1603590929
Verkhniy Landekh,56.84,42.6,39.29,83,100,2.35,RU,1603590931
Eskişehir,39.78,30.52,46.4,93,0,2.24,TR,1603590933
Çumra,37.57,32.77,51.8,50,0,3.36,TR,1603590935
Trogir,43.51,16.25,57.0,93,100,2.24,HR,1603590937
Goryachegorsk,55.41,88.92,21.67,90,60,12.03,RU,1603590939
Abbeville,50.1,1.83,55.99,80,100,18.19,FR,1603590941
Tekeli,44.83,78.82,31.14,74,70,8.08,KZ,1603590944
Alekseyevsk,57.84,108.35,34.29,93,100,9.53,RU,1603590946
Colombo,6.93,79.85,78.8,88,20,5.82,LK,1603590941
Srednekolymsk,67.45,153.68,18.19,95,0,5.64,RU,1603590950
Vao,-22.67,167.48,73.45,79,100,13.82,NC,1603590952
Paiján,-7.73,-79.3,61.75,85,25,7.52,PE,1603590954
Chitipa,-9.7,33.27,63.54,77,97,6.51,MW,1603590957
Evensk,61.95,159.23,34.92,84,100,11.92,RU,1603590959
Port Macquarie,-31.43,152.92,69.01,82,76,3.0,AU,1603590961
Kavaratti,10.57,72.64,81.73,69,0,6.62,IN,1603590792
Nanyamba,-10.68,39.83,73.4,88,20,2.3,TZ,1603590965
Bandrele,-12.91,45.19,78.8,78,0,4.7,YT,1603590783
Tonstad,58.66,6.72,54.0,95,100,1.99,NO,1603590969
Terney,45.05,136.61,46.98,55,31,12.46,RU,1603590971
Auki,-8.77,160.7,86.09,71,18,3.69,SB,1603590973
High Level,58.52,-117.14,23.0,62,5,4.12,CA,1603590976
Saint-Augustin,51.23,-58.65,46.47,93,100,15.79,CA,1603590978
Manokwari,-0.87,134.08,84.2,67,91,2.57,ID,1603590980
Bariloche,-41.15,-71.31,42.8,70,75,18.34,AR,1603590935
College,64.86,-147.8,28.99,73,75,4.7,US,1603590984
Ugoofaaru,5.67,73.0,83.46,73,100,11.39,MV,1603590986
Sabzawār,36.21,57.68,44.17,59,0,4.85,IR,1603590988
Saint Anthony,45.02,-93.22,30.2,54,1,3.36,US,1603590991
Lahaina,20.88,-156.68,91.4,49,40,13.87,US,1603590724
Pacific Grove,36.62,-121.92,62.6,72,1,6.93,US,1603590868
Isny,47.7,10.03,43.0,97,14,2.68,DE,1603590997
Alihe,50.57,123.72,41.0,64,0,3.13,CN,1603590999
San Patricio,28.02,-97.52,70.0,60,20,4.7,US,1603591001
Carácuaro,19.01,-101.13,73.49,67,42,3.98,MX,1603591003
Kiryat Gat,31.61,34.76,79.0,44,75,2.24,IL,1603591005
Zhezkazgan,47.8,67.71,36.37,65,96,16.06,KZ,1603591007
Veshenskaya,49.63,41.73,54.82,85,87,8.05,RU,1603591010
Valdivia,-39.81,-73.25,44.6,100,20,5.82,CL,1603591012
Varhaug,58.61,5.65,54.0,95,100,1.99,NO,1603591014
Clyde River,70.47,-68.59,19.4,79,90,9.17,CA,1603591016
Nueve de Julio,-35.44,-60.88,69.01,92,97,1.01,AR,1603591018
San Luis,-33.3,-66.34,64.72,85,97,8.99,AR,1603591020
Sechura,-5.56,-80.82,65.16,75,2,12.01,PE,1603591023
Nānākuli,21.39,-158.15,84.2,70,1,6.93,US,1603591025
Cabitan,12.29,123.34,81.46,83,100,8.59,PH,1603591027
Caiapônia,-16.96,-51.81,69.58,93,74,3.53,BR,1603591029
Bonito,-21.12,-56.48,75.6,78,0,1.36,BR,1603591031
Safakulevo,54.99,62.54,39.85,91,98,11.05,RU,1603591033
Viedma,-40.81,-63.0,66.0,74,50,1.01,AR,1603591036
Offa,8.15,4.72,71.13,95,97,4.18,NG,1603591038
Chapais,49.78,-74.85,24.8,85,90,5.82,CA,1603591040
Ishigaki,24.34,124.16,77.0,61,20,16.11,JP,1603591042
Key West,24.56,-81.78,84.2,88,90,16.11,US,1603590748
Mossamedes,-15.2,12.15,67.55,82,81,4.56,AO,1603590840
Erie,42.77,-78.67,42.01,80,75,1.86,US,1603590760
Farmington,36.73,-108.22,66.2,17,1,4.7,US,1603591051
Nador,35.17,-2.93,64.4,52,0,4.7,MA,1603591053
Broken Hill,-31.95,141.43,51.8,62,90,18.34,AU,1603591055
Foumbot,5.51,10.64,65.59,91,100,1.68,CM,1603591057
Mashhad,36.3,59.61,42.8,70,0,4.7,IR,1603591059
Tooele,40.53,-112.3,52.0,61,40,8.05,US,1603591061
Papara,-3.98,-38.73,81.0,83,75,12.75,BR,1603591063
Pathanāmthitta,9.27,76.78,76.32,78,27,1.59,IN,1603591065
Huadian,42.96,126.75,45.57,56,0,8.14,CN,1603591068
Andenes,69.31,16.12,41.0,75,40,14.99,NO,1603590863
Sabang,5.89,95.32,76.48,87,100,10.58,ID,1603591072
Novaya Bryan’,51.72,108.27,32.0,77,20,4.47,RU,1603591074
St-Jean-Port-Joli,47.22,-70.27,39.99,64,53,13.0,CA,1603591077
Alta Floresta,-9.88,-56.09,70.75,96,100,2.53,BR,1603591079
Miandrivazo,-19.52,45.47,76.62,62,87,2.01,MG,1603591081
Quesnel,53.0,-122.5,23.0,53,1,6.93,CA,1603591083
Bushehr,28.97,50.84,75.79,55,0,6.06,IR,1603591085
Cajazeiras,-6.89,-38.56,79.92,61,92,7.11,BR,1603591087
Steinbach am Taunus,50.17,8.57,55.99,76,75,12.75,DE,1603591089
Olafsvik,64.89,-23.71,41.41,80,100,39.48,IS,1603591092
Dunedin,-45.87,170.5,70.0,52,100,23.0,NZ,1603591094
Vila Velha,-20.33,-40.29,75.0,94,40,6.93,BR,1603591096
Lhokseumawe,5.18,97.15,76.89,89,100,4.7,ID,1603591049
Akdepe,42.06,59.38,48.2,47,0,6.93,TM,1603591100
Tyukalinsk,55.87,72.2,30.06,98,100,17.54,RU,1603591102
Haines Junction,60.75,-137.51,25.47,76,100,0.94,CA,1603590987
Blenheim,-41.52,173.95,71.01,69,8,10.0,NZ,1603591106
Itupiranga,-5.13,-49.33,79.61,61,92,0.6,BR,1603591108
Sept-Îles,50.2,-66.38,37.4,59,20,9.17,CA,1603590966
Vikulovo,56.82,70.61,30.52,98,100,15.19,RU,1603591113
Lima,-12.04,-77.03,62.6,82,75,10.29,PE,1603590985
Eureka,40.8,-124.16,53.6,76,90,8.05,US,1603591117
Gravdal,68.12,13.5,39.97,76,22,14.65,NO,1603590993
Wattegama,6.8,81.48,78.8,88,20,3.36,LK,1603591121
Qasigiannguit,68.82,-51.19,19.4,57,5,13.87,GL,1603591123
Mopti,14.67,-4.0,82.13,15,83,10.27,ML,1603591125
Taoudenni,22.68,-3.98,85.19,14,3,10.29,ML,1603591127
Boone,39.03,-92.33,44.01,74,100,6.33,US,1603591075
Bertoua,4.58,13.68,68.74,96,100,1.25,CM,1603591132
Itarema,-2.92,-39.92,79.18,82,0,14.0,BR,1603591134
Zhangjiakou Shi Xuanhua Qu,40.61,115.04,57.38,32,88,1.23,CN,1603591136
Cap Malheureux,-19.98,57.61,69.01,90,50,8.01,MU,1603591138
Isangel,-19.55,169.27,82.4,69,75,6.93,VU,1603591140
Kawhia,-38.07,174.82,75.99,56,21,4.0,NZ,1603591143
Thinadhoo,0.53,72.93,83.43,73,73,11.3,MV,1603591145
Shenjiamen,29.96,122.3,64.8,57,2,5.57,CN,1603591147
Wanxian,30.8,108.39,63.99,56,93,1.99,CN,1603591149
Gambo,4.65,22.26,69.71,98,100,1.34,CF,1603591151
Civita Castellana,42.3,12.41,53.01,90,22,2.35,IT,1603591153
Nelson Bay,-32.72,152.15,61.0,93,90,19.46,AU,1603591155
Zárate,-34.1,-59.03,68.0,100,9,5.99,AR,1603591157
Ust'-Uda,54.17,103.03,32.92,93,100,18.28,RU,1603591160
Eirunepé,-6.66,-69.87,74.43,95,100,1.95,BR,1603591162
Adrar,20.5,-10.07,86.77,13,95,6.96,MR,1603591164
Christchurch,-43.53,172.63,84.2,28,99,17.22,NZ,1603591125
Sumbe,-11.21,13.84,74.79,87,25,7.43,AO,1603591168
Nicoya,10.15,-85.45,77.0,100,75,3.36,CR,1603591170
Yashalta,46.34,42.28,55.54,65,31,8.63,RU,1603591172
Anori,-3.77,-61.64,74.28,98,100,2.15,BR,1603591174
Heihe,50.24,127.49,42.8,41,0,15.66,CN,1603591068
Lālmohan,22.34,90.74,79.66,81,80,5.82,BD,1603591179
Turtas,58.94,69.13,28.33,98,100,10.47,RU,1603591181
Ndioum,16.51,-14.65,90.95,15,73,7.83,SN,1603591183
